Sample	Counts
SRR6028617	4151775
SRR6028618	4610874
SRR6028619	3283859
SRR6028620	6089963
SRR6028623	4486059
SRR6028624	3088572
SRR6028626	4193633
SRR6028627	4285922
SRR6028628	4015530
SRR6028629	5025300
SRR6028630	3609879
SRR6028631	4739912
SRR6028632	3946965
SRR6028633	3955101
SRR6028634	3370110
SRR6028635	2364816
SRR6028636	4835625
SRR6028637	4465675
SRR6028638	5878693
SRR6028639	5763411
SRR6028640	4655946
SRR6028641	4441732
SRR6028642	9435748
SRR6028643	6256058
SRR6028644	3373733
SRR6028645	6810775
SRR6028646	4386991
SRR6028647	2951758
SRR6028649	3182126
SRR6028652	3413569
SRR6028653	2980024
SRR6028654	3147159
SRR6028657	4726570
SRR6028658	3386990
SRR6028660	5200372
SRR6038183	5419582
SRR6038184	5952993
SRR6038185	5533379
SRR6038186	7502532
SRR6038188	3842297
SRR6038192	4418564
SRR6038194	4468593
SRR6038197	7242686
SRR6038200	14858745
SRR6038203	5072152
SRR6038207	7810357
SRR6038208	6533438
SRR6038211	6110200
SRR6038212	14705605
SRR6038214	4771659
SRR6038218	3051475
SRR6038220	19389109
SRR6038223	21749843
SRR6038224	4646778
SRR6038226	8219135
SRR6038235	8258653
SRR6038238	3558339
SRR6038239	5937151
SRR6038240	3444506
SRR6038242	4603880
SRR6038243	19845220
SRR6038245	2493858
SRR6038246	3694008
SRR6038250	9973733
SRR6038253	6870712
SRR6038256	6097534
SRR6038258	15339567
SRR6038259	4204732
SRR6038260	5598401
SRR6038263	4595190
SRR6038264	3788675
SRR6038265	2185775
SRR6038266	11556206
SRR6038267	4713157
SRR6038272	4224820
SRR6038273	2561199
SRR6038278	9891861
SRR6038279	5155785
SRR6038281	3930415
SRR6038282	6676541
SRR6038289	3539544
SRR6038290	2817421
SRR6038292	3519950
SRR6038296	2914823
SRR6038297	4506290
SRR6038299	5502124
SRR6038302	14792783
SRR6038303	11708144
SRR6038306	5409435
SRR6038308	4501006
SRR6038311	11274298
SRR6038314	8643002
SRR6038316	5090129
SRR6038322	11172896
SRR6038325	5309039
SRR6038327	5177092
SRR6038332	5028288
SRR6038335	4719160
SRR6038336	6249273
SRR6038338	15769630
SRR6038340	3569128
SRR6038341	4157951
SRR6038343	8228010
SRR6038344	6834845
SRR6038345	7778509
SRR6038346	5007537
SRR6038350	5380317
SRR6038351	8731878
SRR6038353	6180769
SRR6038354	7199791
SRR6038355	10111055
SRR6038357	4937203
SRR6038358	3568938
SRR6038359	18412075
SRR6038360	4460325
SRR6038362	6665702
SRR6038363	4857623
SRR6038364	4822414
SRR6038366	3619117
SRR6038367	6375103
SRR6038370	8440490
SRR6038372	8544757
SRR6038373	13354211
SRR6038374	7974264
SRR6038375	4955904
SRR6038376	2955668
SRR6038378	5810302
SRR6038379	2780534
SRR6038380	5490109
SRR6038383	7832837
SRR6038384	3651150
SRR6038386	7503748
SRR6038387	8422311
SRR6038388	4350021
SRR6038389	4992681
SRR6038390	12051936
SRR6038391	4723412
SRR6038394	5673230
SRR6038396	4775550
SRR6038397	4876854
SRR6038399	23735348
SRR6038400	7968078
SRR6038402	6170826
SRR6038403	7548747
SRR6038405	4636100
SRR6038406	3796120
SRR6038407	7709608
SRR6038410	5100406
SRR6038415	9080218
SRR6038416	7844930
SRR6038417	5670258
SRR6038424	9518640
SRR6038425	4127040
SRR6038429	9515378
SRR6038430	4844416
SRR6038432	3825140
SRR6038434	5340955
SRR6038436	6790223
SRR6038437	8109665
SRR6038441	6537287
SRR6038442	21936403
SRR6038445	3452537
SRR6038457	7977815
SRR6038458	4649324
SRR6038459	3861625
SRR6038461	5922800
SRR6038462	8161953
SRR6038464	3395852
SRR6038466	2520796
SRR6038467	2516374
SRR6038468	1999613
SRR6038470	9020648
SRR6038471	4978955
SRR6038472	15164084
SRR6038476	4215617
SRR6038477	4208228
SRR6038478	5661679
SRR6038479	7475600
SRR6038481	4178965
SRR6038482	3456716
SRR6038483	6151477
SRR6038487	4405752
SRR6038489	3287692
SRR6038492	7204074
SRR6038493	5228839
SRR6038495	7998153
SRR6038496	3700359
SRR6038497	2955033
SRR6038500	6111478
SRR6038501	10096474
SRR6038503	3331681
SRR6038504	3732554
SRR6038506	3531564
SRR6038507	5146864
SRR6038509	3898142
SRR6038511	6879265
SRR6038513	5645737
SRR6038514	5172934
SRR6038519	4793991
SRR6038520	7636898
SRR6038525	5235708
SRR6038526	39540737
SRR6038527	4128389
SRR6038529	6531558
SRR6038530	2602489
SRR6038532	7698208
SRR6038534	4770779
SRR6038535	3882648
SRR6038538	8144809
SRR6038543	3044115
SRR6038545	2172734
SRR6038546	8512578
SRR6038547	5267509
SRR6038550	3468914
SRR6038551	3131506
SRR6038553	6542295
SRR6038555	6082143
SRR6038560	7789263
SRR6054416	5218986
SRR6054417	7064536
SRR6054418	2726359
SRR6054421	4181604
SRR6054422	7627937
SRR6054424	5252977
SRR6054425	4047581
SRR6054426	5472910
SRR6054427	6570470
SRR6054429	5413471
SRR6054430	4761690
SRR6054431	5758251
SRR6054432	3434269
SRR6054433	4996475
SRR6054434	4436496
SRR6054435	4293917
SRR6054436	3117125
SRR6054438	2907819
SRR6054439	2974910
SRR6054440	3659004
SRR6054443	3660062
SRR6054444	2713056
SRR6054445	3135982
SRR6054446	6311848
SRR6054447	3473149
SRR6054448	5141053
SRR6054450	3584246
SRR6054451	9171932
SRR6054452	3918487
SRR6054455	4300018
SRR6054456	4932103
SRR6054457	4385456
SRR6054458	3928820
SRR6054459	3298037
SRR6054460	3136487
SRR6054463	4600946
SRR6054464	4187197
SRR6054465	4728459
SRR6054468	4453989
SRR6054469	4895051
SRR6054470	4762375
SRR6054471	6178528
SRR6054473	2841530
SRR6054474	4030238
SRR6054475	3004103
SRR6054476	4320204
SRR6054477	4567464
SRR6054479	3574596
SRR6054480	4060343
SRR6054481	3357026
SRR6054482	4851853
SRR6054483	7349717
SRR6054484	2346179
SRR6054486	3750703
SRR6054487	2471263
SRR6054488	2818888
SRR6054489	7256004
SRR6054490	4973391
SRR6054492	1921764
SRR6054493	1569324
SRR6054494	3052750
SRR6054495	3453629
SRR6054496	4029656
SRR6054497	6048953
SRR6054500	5104738
SRR6054501	3143423
SRR6054502	3343999
SRR6054506	4298569
SRR6054507	6326258
SRR6054508	4298364
SRR6054511	4820739
SRR6054512	6728070
SRR6054513	7635830
SRR6054514	3446493
SRR6054515	4464438
SRR6054516	4960819
SRR6054519	5429932
SRR6054521	3766056
SRR6054524	4557418
SRR6054527	3348649
SRR6054528	3293330
SRR6054529	3155295
SRR6054530	3510424
SRR6054531	2406593
SRR6054532	2555575
SRR6054533	5387990
SRR6054534	6666216
SRR6054535	3658168
SRR6054536	7282135
SRR6054537	3210595
SRR6054538	3651061
SRR6054540	3685793
SRR6054542	4006444
SRR6054543	3641255
SRR6054544	4285828
SRR6054545	5352160
SRR6054546	8043612
SRR6054547	2333224
SRR6054548	4847183
SRR6054551	7099462
SRR6054552	4819088
SRR6054553	5369417
SRR6054554	4451664
SRR6054555	3822052
SRR6054556	3380448
SRR6054559	3575439
SRR6054561	4219050
SRR6054562	5521886
SRR6054563	4835813
SRR6054564	5454045
SRR6054565	3821173
SRR6054567	3277201
SRR6054568	3582522
SRR6054569	5817695
SRR6054570	3253988
SRR6054571	3030586
SRR6054572	2735444
SRR6054573	2802750
SRR6054574	1730523
SRR6054575	3029432
SRR6054576	2561220
SRR6054577	3116934
SRR6054579	4741408
SRR6054580	7840236
SRR6054582	4052781
SRR6054583	5909045
SRR6054584	3885587
SRR6054585	4291510
SRR6054586	5137335
SRR6054587	4208729
SRR6054588	5275953
SRR6054589	5981852
SRR6054592	5798219
SRR6054593	3618187
SRR6054595	6283546
SRR6054596	7709426
SRR6054597	3896662
SRR6054598	2240130
SRR6054599	3064528
SRR6054600	3617929
SRR6054601	3227866
SRR6054603	4925431
SRR6054605	6493294
SRR6054607	4443281
SRR6054608	3150514
SRR6054609	3494386
SRR6054610	4633744
SRR6054611	7774627
SRR6054612	6946610
SRR6054613	3977964
SRR6054614	4660448
SRR6054615	6961476
SRR6054616	9098927
SRR6054617	4955136
SRR6054618	3985473
SRR6054619	5755204
SRR6054620	4109237
SRR6054621	3489736
SRR6054624	4148803
SRR6054626	4321468
SRR6054627	3641342
SRR6054630	2222054
SRR6054631	1802187
SRR6054633	4564207
SRR6054634	7942016
SRR6054636	5371364
SRR6054638	2120933
SRR6054639	4294151
SRR6054640	4320128
SRR6054641	2479637
SRR6054642	3125349
SRR6054643	4103623
SRR6054644	5014090
SRR6054645	6697748
SRR6054646	2521676
SRR6054647	4739626
SRR6054649	4034931
SRR6054650	3856690
SRR6054654	3868852
SRR6054656	3301588
SRR6054657	4722691
SRR6054658	3864983
SRR6054659	4511201
SRR6054660	4137093
SRR6054661	4298031
SRR6054662	4828986
SRR6054663	3650056
SRR6054665	5309309
SRR6054667	7187282
SRR6054668	4370320
SRR6054669	4801401
SRR6054670	5967788
SRR6054673	4069855
SRR6054674	3421269
SRR6054675	4455625
SRR6054676	5233965
SRR6054677	3848629
SRR6054678	2506954
SRR6054679	3251413
SRR6054683	5691993
SRR6054684	5782130
SRR6054685	3390668
SRR6054686	4274932
SRR6054687	3111567
SRR6054688	3621981
SRR6054689	3637080
SRR6054690	4511751
SRR6054691	4251827
SRR6054692	4750461
SRR6054693	2984242
SRR6054694	2772527
SRR6054695	3874077
SRR6054696	4422554
SRR6054697	4190334
SRR6054699	4610063
SRR6054700	3507314
SRR6054701	3319729
SRR6054705	5545037
SRR6451716	4971725
SRR6451717	3066813
SRR6451720	2894194
SRR6451721	4890294
SRR6451726	2655934
SRR6451727	2258428
SRR6451728	3160368
SRR6451730	5435784
SRR6451731	4770866
SRR6451734	7432179
SRR6451735	3876761
SRR6451736	5082033
SRR6451737	3263960
SRR6451738	6874305
SRR6451740	5477093
SRR6451741	3793558
SRR6451743	5203867
SRR6451744	4695924
SRR6451745	2985527
SRR6451746	4035515
SRR6451747	4204332
SRR6451748	6199189
SRR6451749	3366370
SRR6451751	2152618
SRR6451752	2561451
SRR6451753	2387200
SRR6451755	5466002
SRR6451757	3913473
SRR6451758	3672096
SRR6451759	3840447
SRR6451760	4257004
SRR6451761	4799671
SRR6451763	4461307
SRR6451764	4569727
SRR6451765	2659637
SRR6451766	9329612
SRR6451767	7943867
SRR6451768	4224033
SRR6451769	4351327
SRR6451770	3437133
SRR6451773	3921576
SRR6451775	4803777
SRR6451776	3579956
SRR6451777	4248691
SRR6451778	3278711
SRR6451785	5374733
SRR6451787	3912716
SRR6451788	8105772
SRR6451790	4077314
SRR6451791	3868993
SRR6451792	8202271
SRR6451793	5094158
SRR6451794	3335662
SRR6451795	4362276
SRR6451797	5944358
SRR6451801	3168073
SRR6451802	4057172
SRR6451803	5515262
SRR6451804	3274491
SRR6451805	3730975
SRR6451806	7743947
SRR6451807	3969113
SRR6451808	3390113
SRR6451809	5589547
SRR6451810	5185127
SRR6451813	6549676
SRR6451814	2554113
SRR6451815	3458608
SRR6451816	3149690
SRR6451818	3696431
SRR6451819	3705426
SRR6451820	3081660
SRR6451822	5796267
SRR6451825	6638393
SRR6451826	6669747
SRR6451827	9986186
SRR6451828	2796889
SRR6451830	3534276
SRR6451831	5875946
SRR6451832	5533393
SRR6451833	3560131
SRR6451834	4460142
SRR6451835	2700053
SRR6451837	5722177
ERR2749115	59958
ERR2749116	45640
ERR2749117	38686
ERR2749118	41517
ERR2749119	30355
ERR2749123	6578050
ERR2749124	1655769
ERR2749126	34124
ERR2749127	69371
ERR2749128	40047
ERR2749129	18321
ERR2749130	1673577
ERR2749131	904247
ERR2749132	5371843
ERR2749134	6342920
ERR2749135	4123332
ERR2749139	1658363
ERR2749140	4741978
ERR2749143	685635
ERR2749144	4078624
ERR2749145	337563
ERR2749146	237888
ERR2749147	668800
ERR2749148	2544410
ERR2749150	3399735
ERR2749156	3432331
ERR2749158	5048086
ERR2749159	2113918
ERR2749162	40179
ERR2749163	139619
ERR2749164	22655
ERR2749165	227563
ERR2749166	107375
ERR2749174	2950443
ERR2749175	4936394
ERR2749176	8698658
ERR2749177	2532681
ERR2749179	7111430
ERR2749180	1810011
ERR2749181	863247
ERR2749182	5265699
ERR2749183	7085941
ERR2749184	153173
ERR2749185	123194
ERR2749186	75279
ERR2749187	5938
ERR2749189	6405916
ERR2749191	3452621
ERR2749192	8229445
ERR2749193	5210143
ERR2749194	3881906
ERR2749197	3504584
ERR2749198	4557164
ERR2749200	1985838
ERR2749202	5025816
ERR2749203	4674305
ERR2749204	8217350
ERR2749205	405587
ERR2749206	2133471
ERR2749207	78805
ERR2749208	2852536
ERR2749209	2180935
ERR2749211	6018510
ERR2749212	4239145
ERR2749214	4348353
ERR2749215	3026511
ERR2749216	5983133
ERR2749218	2140193
ERR2749219	3385493
ERR2749220	3104089
ERR2749221	3075652
ERR2749222	7860982
ERR2749223	3849826
ERR2749224	2973011
ERR2749225	4488434
ERR2749226	7508937
ERR2749229	473218
ERR2749230	3794529
ERR2749232	8205120
ERR2749233	4092465
ERR2749237	437196
ERR2749238	1203
ERR2749239	462
ERR2749240	19038
ERR2749241	11321
ERR2749242	24875
ERR2749243	6360273
ERR2749244	7252329
ERR2749245	8988974
ERR2749246	9477154
ERR2749247	7466192
ERR2749248	10398024
ERR2749250	11287838
ERR2749251	5406792
ERR2749252	3522173
ERR2749258	488650
ERR2749259	858198
ERR2749260	1975267
ERR2749261	6323996
ERR2749263	13997
ERR2749268	13581
ERR2749270	57055
ERR2749271	163749
ERR2749273	9745176
ERR2749274	6822333
ERR2749275	3887058
ERR2749277	11662445
ERR2749278	4198946
ERR2749279	7511841
ERR2749281	3271489
ERR2749282	3344286
ERR2749284	4951455
ERR2749285	3508496
ERR2749286	4189464
ERR2749287	5483919
ERR2749288	3924647
ERR2749289	5130665
ERR2749290	4430117
ERR2749291	4217522
ERR2749293	9014079
ERR2749299	152116
ERR2749301	6245610
ERR2749302	3251993
ERR2749304	3643142
ERR2749305	4300609
ERR2749306	4109530
ERR2749310	3739118
ERR2749311	6848245
ERR2749312	4334484
ERR2749313	6051169
ERR2749314	5602960
ERR2749315	4550649
ERR2749318	5482574
ERR2749323	1922110
ERR2749327	770
ERR2749329	2049
ERR2749330	49876
ERR2749331	21043
ERR2749332	61759
ERR2749333	6170544
ERR2749334	13142645
ERR2749337	5900040
ERR2749339	4352920
ERR2749340	8345771
ERR2749341	5150212
ERR2749342	8296042
ERR2749343	6505628
ERR2749344	7437195
ERR2749346	3352474
ERR2749347	3501175
ERR2749350	4753163
ERR2749351	3713656
ERR2749354	5534161
ERR2749355	57072
ERR2749356	1784959
ERR2749357	266715
ERR2749358	443556
ERR2749359	699
ERR2749361	169
ERR2749363	433804
ERR2749369	6130892
ERR2749382	5441
ERR2749386	1113974
ERR2749389	527836
ERR2749390	215223
ERR2749394	794
ERR2749396	4134
ERR2749397	33424
ERR2749398	65847
ERR2749406	364178
ERR2749407	2958733
ERR2749409	7457277
ERR2749410	5290714
ERR2749411	5382822
ERR2749412	10742313
ERR2749413	3087182
ERR2749415	131197
ERR2749417	3065596
ERR2749419	4557112
ERR2749420	3128703
ERR2749421	81011
ERR2749422	825978
ERR2749423	2610999
ERR2749424	352488
ERR2749425	848399
ERR2749426	103457
ERR2749427	984
ERR2749428	274752
ERR2749431	2991402
ERR2749435	3719992
ERR2749438	2628295
ERR2749439	5736349
ERR2749440	3433522
ERR2749441	4478999
ERR2749442	4979357
ERR2749443	3618363
ERR2749444	4721220
ERR2749445	3416615
ERR2749446	3442141
ERR2749447	6153395
ERR2749448	3407355
ERR2749450	1318913
ERR2749452	3022527
ERR2749454	942372
ERR2749455	734043
ERR2749456	69830
ERR2749457	465
ERR2749458	58532
ERR2749459	1093524
ERR2749460	1386809
ERR2749461	3031756
ERR2749462	3215297
ERR2749463	4533292
ERR2749464	4627066
ERR2749466	3830597
ERR2749467	5395199
ERR2749468	2979370
ERR2749469	6925824
ERR2749470	5076577
ERR2749476	4179489
ERR2749477	57017
ERR2749478	5163989
ERR2749479	8526399
ERR2749480	7458434
ERR2749481	4192928
ERR2749483	7054
ERR2749484	1175704
ERR2749485	1440421
ERR2749486	1500994
ERR2749487	2263
ERR2749488	18455
ERR2749489	5224
ERR2749491	96599
ERR2749492	104618
ERR2749493	330728
ERR2749494	4851317
ERR2749495	7020027
ERR2749498	5810085
ERR2749499	3748605
ERR2749500	3202157
ERR2749502	5623032
ERR2749503	5056480
ERR2749504	4008538
ERR2749506	5848360
ERR2749508	2413538
ERR2749510	46790
ERR2749511	398713
ERR2749512	13489
ERR2749513	18749
ERR2749514	132121
ERR2749515	64273
ERR2749516	3794
ERR2749517	19995
ERR2749518	394504
ERR2749519	140674
ERR2749520	1173600
ERR2749521	3138665
ERR2749523	4863041
ERR2749525	5024049
ERR2749526	4320999
ERR2749527	7968148
ERR2749528	10003822
ERR2749530	788711
ERR2749531	130282
ERR2749532	526151
ERR2749533	307676
ERR2749534	812110
ERR2749539	153380
ERR2749540	388945
ERR2749541	521181
ERR2749542	3836419
ERR2749543	4551949
ERR2749544	4283989
ERR2749545	238793
ERR2749546	1279814
ERR2749547	156225
ERR2749548	25204
ERR2749551	810972
ERR2749552	434196
ERR2749553	692934
ERR2749560	1342
ERR2749567	5588340
ERR2749569	828850
ERR2749570	337057
ERR2749571	175578
ERR2749574	225602
ERR2749575	979769
ERR2749577	5611314
ERR2749578	5736750
ERR2749579	3002736
ERR2749582	147432
ERR2749583	475170
ERR2749586	45437
ERR2749587	772127
ERR2749590	5394532
ERR2749593	196077
ERR2749594	301302
ERR2749596	161175
ERR2749602	499300
ERR2749604	1792134
ERR2749606	10112899
ERR2749607	991761
ERR2749608	466762
ERR2749609	850770
ERR2749610	19305
ERR2749613	437550
ERR2749614	27407
ERR2749615	1364486
ERR2749618	4211565
ERR2749619	3972580
ERR2749620	4035039
ERR2749622	594057
ERR2749623	1565526
ERR2749624	1249549
ERR2749625	45703
ERR2749628	1006468
ERR2749629	726750
ERR2749630	1432237
ERR2749631	5437509
ERR2749632	4361695
ERR2749633	1187110
ERR2749635	1213024
ERR2749636	288244
ERR2749637	537375
ERR2749638	325831
ERR2749642	289903
ERR2749643	455088
ERR2749644	565594
ERR2749645	4608745
ERR2749646	4410078
ERR2749647	3388770
ERR2749649	2845897
ERR2749650	2290514
ERR2749651	3853074
ERR2749655	1708917
ERR2749656	703555
ERR2749657	1439978
ERR2749658	5079351
ERR2749659	3996695
ERR2749660	3610267
ERR2749662	1277773
ERR2749663	1696589
ERR2749664	69332
ERR2749665	819622
ERR2749668	913485
ERR2749669	288751
ERR2749670	333296
ERR2749673	37645
ERR2749674	4613969
ERR2749677	5633619
ERR2749678	5025589
ERR2749680	3553927
ERR2749686	1514
ERR2749688	3027
ERR2749694	2433
ERR2749695	3987131
ERR2749701	4850601
ERR2749702	8588304
ERR2749704	7928009
ERR2749706	7112210
ERR2749707	14459680
ERR2749711	9024536
ERR2749712	3480479
ERR2749717	13545748
ERR2749720	851741
ERR2749721	222584
ERR2749722	406639
ERR2749727	106909
ERR2749729	491647
ERR2749730	7586454
ERR2749731	3474309
ERR2749732	6285341
ERR2749734	3885866
ERR2749737	3512898
ERR2749738	7136607
ERR2749740	6174735
ERR2749741	6848974
ERR2749742	6044046
ERR2749743	7628653
ERR2749744	5869232
ERR2749745	4014855
ERR2749746	8610972
ERR2749748	4478582
ERR2749751	4897670
ERR2749755	1078349
ERR2749756	1713362
ERR2749757	6205740
ERR2749758	6936142
ERR2749760	6972
ERR2749761	12982
ERR2749762	6665
ERR2749763	8069
ERR2749766	182646
ERR2749767	50980
ERR2749768	313515
ERR2749769	9080795
ERR2749770	3955620
ERR2749771	4051940
ERR2749772	4999880
ERR2749773	7871834
ERR2749774	5660159
ERR2749775	5386216
ERR2749776	3857799
ERR2749777	3696965
ERR2749779	4358356
ERR2749780	5559816
ERR2749781	5131393
ERR2749783	3294302
ERR2749784	5310800
ERR2749791	43331
ERR2749792	15419
ERR2749793	19073
ERR2749794	824
ERR2749798	59195
ERR2749799	69049
ERR2749801	6446192
ERR2749802	7068572
ERR2749803	5664527
ERR2749804	5261524
ERR2749806	5863570
ERR2749808	3128341
ERR2749810	14233525
ERR2749811	4742115
ERR2749812	6576316
ERR2749813	3904731
ERR2749816	5004300
ERR2749817	4606010
ERR2749818	3248749
ERR2749823	5398545
ERR2749827	6419476
ERR2749829	3047607
ERR2749832	867774
ERR2749833	60583
ERR2749838	45932
ERR2749839	25543
ERR2749840	171271
ERR2749841	3755868
ERR2749843	3638994
ERR2749845	3854735
ERR2749848	4270536
ERR2749849	5387979
ERR2749850	4094978
ERR2749851	4409436
ERR2749852	4160427
ERR2749853	3338010
ERR2749854	5263636
ERR2749855	3594984
ERR2749856	7212824
ERR2749864	749177
ERR2749866	881220
ERR2749867	14855149
ERR2749868	7644348
ERR2749870	305708
ERR2749871	111485
ERR2749872	135555
ERR2749875	180627
ERR2749876	126020
ERR2749877	66539
ERR2749878	5408287
ERR2749879	10725866
ERR2749880	5374020
ERR2749881	9869089
ERR2749882	3690231
ERR2749883	4260579
ERR2749884	8011760
ERR2749885	7353451
ERR2749886	6906320
ERR2749891	242899
ERR2749893	726160
ERR2749894	61455
ERR2749898	2734952
ERR2749905	3512162
ERR2749907	313832
ERR2749908	45293
ERR2749909	786458
ERR2749910	212090
ERR2749913	544679
ERR2749916	3085838
ERR2749917	4281516
ERR2749918	3863446
ERR2749920	812128
ERR2749921	103179
ERR2749922	44130
ERR2749923	82227
ERR2749927	186320
ERR2749928	842648
ERR2749930	3469388
ERR2749932	3084161
ERR2749934	43720
ERR2749935	57218
ERR2749936	833988
ERR2749937	91876
ERR2749942	745886
ERR2749943	441588
ERR2749947	1884959
ERR2749949	818410
ERR2749950	1400341
ERR2749951	851989
ERR2749952	7024
ERR2749956	65758
ERR2749957	97610
ERR2749958	1464102
ERR2749962	574804
ERR2749964	133591
ERR2749965	1057824
ERR2749970	58294
ERR2749971	72869
ERR2749972	15546
ERR2749974	11624
ERR2749976	8749780
ERR2749991	534
ERR2749993	703
ERR2749994	903
ERR2749999	9099320
ERR2750002	6079036
ERR2750006	3515466
ERR2750018	5541205
ERR2750019	8412639
ERR2750020	116556
ERR2750021	536387
ERR2750022	870103
ERR2750025	425316
ERR2750027	9389127
ERR2750028	21752564
ERR2750032	3799319
ERR2750034	5598810
ERR2750035	4131342
ERR2750036	4589138
ERR2750044	3617878
ERR2750045	3558274
ERR2750046	3516468
ERR2750049	954669
ERR2750050	1872735
ERR2750051	85833
ERR2750056	1734861
ERR2750057	1232725
ERR2750058	2022014
ERR2750059	4459340
ERR2750062	2764020
ERR2750063	2686927
ERR2750065	4593453
ERR2750066	2731102
ERR2750067	3222394
ERR2750070	3615414
ERR2750071	3585177
ERR2750072	3650187
ERR2750073	5537826
ERR2750074	3831622
ERR2750086	8612
ERR2750087	19317
ERR2750088	11244
ERR2750093	12938
ERR2750094	7561
ERR2750095	7422
ERR2750096	3852189
ERR2750098	4725730
ERR2750102	2718711
ERR2750105	5938174
ERR2750107	2056338
ERR2750109	3626616
ERR2750110	3781590
ERR2750111	2584732
ERR2750112	2705390
ERR2750116	592620
ERR2750121	85264
ERR2750122	2364
ERR2750123	22090
ERR2750124	38568
ERR2750128	186440
ERR2750129	146593
ERR2750130	74801
ERR2750132	8900848
ERR2750136	6292451
ERR2750139	5839761
ERR2750142	3364720
ERR2750143	2501862
ERR2750144	3598712
ERR2750146	4173177
ERR2750147	8127758
ERR2750148	4051646
ERR2750149	1038112
ERR2750155	32253
ERR2750156	63188
ERR2750157	13660
ERR2750159	16810
ERR2750160	26540
ERR2750161	170029
ERR2750166	5446538
ERR2750168	4646945
ERR2750170	5208853
ERR2750171	5826960
ERR2750172	5488631
ERR2750173	4023455
ERR2750174	7215671
ERR2750175	7337087
ERR2750176	6933887
ERR2750177	10897525
ERR2750187	3569385
ERR2750190	3046756
ERR2750192	4942752
ERR2750195	3704537
ERR2750196	5317900
ERR2750197	3572432
ERR2750204	3746953
ERR2750205	2386723
ERR2750206	269400
ERR2750207	141257
ERR2750208	124715
ERR2750209	331190
ERR2750211	5005961
ERR2750213	6963856
ERR2750215	11960686
ERR2750216	6024124
ERR2750218	4499910
ERR2750223	37505
ERR2750224	2576
ERR2750226	10238
ERR2750227	91650
ERR2750228	76668
ERR2750236	596550
ERR2750237	395252
ERR2750238	6988
ERR2750241	330617
ERR2750243	4101164
ERR2750244	4187525
ERR2750245	3645855
ERR2750246	88005
ERR2750247	276659
ERR2750248	236125
ERR2750249	122603
ERR2750253	379702
ERR2750254	378787
ERR2750255	1272187
ERR2750257	4311505
ERR2750258	4403870
ERR2750259	5586023
ERR2750261	1608303
ERR2750262	116605
ERR2750263	353592
ERR2750264	25394
ERR2750268	334672
ERR2750269	1839362
ERR2750270	1916371
ERR2750271	5114991
ERR2750273	398732
ERR2750274	282020
ERR2750278	220451
ERR2750279	4553488
ERR2750280	151210
ERR2750283	4419748
ERR2750284	4406164
ERR2750286	1631844
ERR2750287	867913
ERR2750289	221154
ERR2750292	137775
ERR2750293	161074
ERR2750294	266025
ERR2750295	5637694
ERR2750296	3773621
ERR2750297	3774158
ERR2750299	713932
ERR2750300	701538
ERR2750302	907298
ERR2750303	864110
ERR2750305	2854418
ERR2750306	3253678
ERR2750307	1554454
ERR2750309	1471819
ERR2750310	1369810
ERR2750311	2292097
ERR2750312	6073097
ERR2750313	3620309
ERR2750316	444459
ERR2750317	719241
ERR2750318	643788
ERR2750319	120811
ERR2750320	16105
ERR2750321	37273
ERR2750322	33283
ERR2750323	617911
ERR2750324	525816
ERR2750326	2132796
ERR2750327	4108871
ERR2750328	3416715
ERR2750329	1331359
ERR2750330	3749716
ERR2750331	2377276
ERR2750332	2408272
ERR2750333	1774094
ERR2750338	3135916
ERR2750339	26303
ERR2750340	179535
ERR2750342	31819
ERR2750343	244957
ERR2750345	4325437
ERR2750346	2504546
ERR2750347	5580746
ERR2750348	5506130
ERR2750349	2785755
ERR2750350	7797323
ERR2750351	5872304
ERR2750352	3609745
ERR2750353	2917914
ERR2750354	4657729
ERR2750355	5286985
ERR2750357	2986180
ERR2750358	6202687
ERR2750360	4085507
ERR2750361	8658878
ERR2750369	4081423
ERR2750370	3609993
ERR2750372	330080
ERR2750373	1030324
ERR2750374	89582
ERR2750375	351289
ERR2750379	200222
ERR2750380	348187
ERR2750381	6887404
ERR2750382	5249334
ERR2750383	4736678
ERR2750385	8266830
ERR2750386	5328480
ERR2750387	6215776
ERR2750388	6724691
ERR2750389	7853826
ERR2750390	8607377
ERR2750391	1560011
ERR2750393	3450703
ERR2750394	3176748
ERR2750396	3072007
ERR2750397	2999284
ERR2750404	3283494
ERR2750405	1877574
ERR2750406	2834526
ERR2750407	2432188
ERR2750410	698810
ERR2750411	1620808
ERR2750412	277446
ERR2750413	190017
ERR2750417	462268
ERR2750418	622610
ERR2750419	490267
ERR2750422	3060504
ERR2750424	4401896
ERR2750425	3071543
ERR2750426	5461162
ERR2750427	3889532
ERR2750435	2876640
ERR2750442	1460274
ERR2750443	2593871
ERR2750444	2529063
ERR2750445	3009694
ERR2750446	2875897
ERR2750447	1159297
ERR2750448	619632
ERR2750449	1000336
ERR2750450	506
ERR2750452	1239492
ERR2750453	960224
ERR2750454	348900
ERR2750456	3515876
ERR2750457	2611120
ERR2750458	2966976
ERR2750460	2532732
ERR2750465	4773152
ERR2750466	4137481
ERR2750467	3938847
ERR2750468	5095774
ERR2750469	3897549
ERR2750470	3635319
ERR2750475	304216
ERR2750480	53746
ERR2750481	16935
ERR2750482	16727
ERR2750483	4428
ERR2750487	29152
ERR2750488	155502
ERR2750489	39816
ERR2750490	4099340
ERR2750492	5441169
