Sample	Counts
ERR3594026	40548291
ERR3594027	40587544
ERR3594028	41100527
ERR3594029	41349974
SRR8114051	4141117
SRR8114052	7725596
SRR8114104	16026501
SRR8114099	38560351
SRR3313038	14555660
SRR8114047	5486980
SRR8114063	3235392
SRR8114121	12985679
SRR3313036	9973659
SRR8114098	26700604
SRR3313069	15691966
SRR8114028	7991749
SRR8114030	6343860
SRR8114034	9047084
SRR8114112	26886192
SRR8114137	20556809
SRR3313074	15075705
SRR8114106	17248670
SRR8114108	14235174
SRR8114135	15874334
SRR3313071	15902357
SRR8114115	16892470
SRR8114118	21827593
SRR3313076	14695967
SRR3313113	15370169
SRR8114026	24417208
SRR8114076	6070751
SRR8114054	10081551
SRR8114024	4017219
SRR8114070	4257637
SRR3313081	14462590
SRR3313039	15491434
SRR8114102	22236557
SRR8114123	18931593
SRR3313062	16374619
SRR3313065	18309460
SRR8114132	22610278
SRR8114103	27774983
SRR8114119	22361559
SRR8114077	4421072
SRR3313055	14081018
SRR8114056	11166497
SRR3313073	16540333
SRR3313047	15604117
SRR8114037	772894
SRR8114009	5083419
SRR8114127	12366385
SRR3313123	11023270
SRR8114101	21904126
SRR8114131	21397315
SRR8114116	16601030
SRR3313058	17490346
SRR8114125	19369461
SRR3313077	14972792
SRR8114067	7318455
SRR3313053	14314304
SRR8114129	26414071
SRR8114107	28655924
SRR3313078	16063091
SRR3313082	12342104
SRR8114134	19197423
SRR8114096	5620574
SRR3313042	15625145
SRR3313056	12642970
SRR8114109	22139638
SRR3313066	17592806
SRR8114110	22159350
SRR9696343	22033191
SRR3313060	17800865
SRR8114111	18868379
SRR8114033	8953712
SRR3313044	13125658
SRR8114017	2743885
SRR8114124	13866913
SRR3313048	16040853
SRR3313059	17866931
SRR3313070	17505292
SRR3313057	16104675
SRR8114064	8295231
SRR8114027	20659398
SRR3313052	12801919
SRR8114114	32364281
SRR3313051	12094222
SRR3313063	16148749
SRR8114117	11610863
SRR3313054	15332481
SRR3313040	13971352
SRR3313102	13535151
SRR3313037	14680640
SRR8114039	10358857
SRR8114019	7226374
SRR9696345	37419118
SRR8114058	7425037
SRR8114120	14269226
SRR3313050	11655968
SRR8114060	7717647
SRR8114053	17177127
SRR8114013	5233311
SRR8114122	20295857
SRR3313068	14844622
SRR8114105	18699299
SRR8114126	10700930
SRR8114073	5040074
SRR8114035	9702518
SRR3313049	15875836
SRR8114097	4462908
SRR8114010	9332365
SRR8114088	3443287
SRR3313035	14660504
SRR8114136	23719329
SRR8114021	4396502
SRR8114079	499665
SRR8114130	15607563
SRR8114100	29087484
SRR8114078	5036158
SRR8114133	21733470
SRR3313061	16867357
SRR8114014	4567509
SRR8114113	25494312
SRR8114025	23205001
SRR3313041	13843662
SRR8114055	5466395
SRR3313079	16177888
SRR3313064	18705990
SRR8114036	5045738
SRR3313034	14063739
SRR8114095	2418348
SRR3313046	11731775
SRR8114084	5139243
SRR8114087	5887255
SRR3313045	11721215
SRR3313075	15545838
SRR3313072	15267928
SRR8114072	6215010
SRR8114094	4149609
SRR3313043	11975992
SRR8114128	20653086
SRR3313067	16833156
SRR6714163	4307737
SRR6714127	6723763
SRR6714134	5151565
SRR6714197	7107146
SRR6714152	5111364
SRR6714124	15760586
SRR6714099	5646454
SRR6714171	13022586
SRR6714156	17554710
SRR6714116	8588590
SRR6714080	8557238
SRR6714154	10116226
SRR6714207	3994271
SRR6714186	10040507
SRR6714105	7368155
SRR6714220	11949630
SRR6714128	10894446
SRR6714160	18917357
SRR6714106	11809752
SRR6714142	9195981
SRR6714150	6668456
SRR6714219	6478717
SRR6714121	28002070
SRR6714210	7936939
SRR6714189	8889190
SRR6714097	10823195
SRR6714135	3338840
SRR6714119	7096816
SRR6714104	10307135
SRR6714093	13065991
SRR6714180	9418351
SRR6714109	14923037
SRR6714224	6464314
SRR6714117	7848099
SRR6714193	13036480
SRR6714144	9719396
SRR6714198	8191538
SRR6714196	6695589
SRR6714165	7785933
SRR6714084	7656140
SRR6714167	7707835
SRR6714211	11117336
SRR6714082	12362678
SRR6714122	9539876
SRR6714148	3814702
SRR6714205	9090302
SRR6714100	10815149
SRR6714158	7200980
SRR6714129	11931551
SRR6714209	24089628
SRR6714191	11958416
SRR6714131	6495550
SRR6714204	5573264
SRR6714092	12550968
SRR6714095	12810239
SRR6714194	11145216
SRR6714091	6758364
SRR6714102	7461517
SRR6714139	11695196
SRR6714179	4880433
SRR6714218	12587305
SRR6714138	13251857
SRR6714203	5505100
SRR6714222	10195700
SRR6714225	9438285
SRR6714181	6833832
SRR6714130	9181684
SRR6714132	12219871
SRR6714083	13471000
SRR6714212	7750639
SRR6714114	6182630
SRR6714168	4865269
SRR6714214	15919734
SRR6714118	10802202
SRR6714159	9143661
SRR6714125	4958619
SRR6714206	9218511
SRR6714086	12738284
SRR6714177	13243437
SRR6714143	7307314
SRR6714157	11234248
SRR6714090	12578657
SRR6714094	9261031
SRR6714187	9875365
SRR6714087	18310888
SRR6714227	16067850
SRR6714200	4550155
SRR6714136	5563027
SRR6714107	12223230
SRR6714201	4690451
SRR6714216	10132789
SRR6714173	9811844
SRR6714226	6407412
SRR6714078	21135166
SRR6714123	9253690
SRR6714108	8925758
SRR6714151	5460708
SRR6714164	6714545
SRR6714155	11237244
SRR6714120	19612338
SRR6714113	6876433
SRR6714184	4774334
SRR6714185	15734675
SRR6714111	10415746
SRR6714221	13948064
SRR6714223	9820859
SRR6714170	9681120
SRR6714178	9017247
SRR6714166	2965877
SRR6714115	3018026
SRR6714075	5924642
SRR6714141	11717991
SRR6714195	4463660
SRR6714110	12717408
SRR6714074	16455233
SRR6714202	5028891
SRR6714176	5585040
SRR6714112	1922171
SRR6714081	14396800
SRR6714077	14663738
SRR6714217	16919538
SRR6714182	12964001
SRR6714103	5674748
SRR6714098	7413741
SRR6714101	9498727
SRR6714145	6683259
SRR6714088	9435195
SRR6714072	13060426
SRR6714172	18952649
SRR6714162	5453288
SRR6714149	5465097
SRR6714073	6187419
SRR6714085	6422903
SRR6714188	8682906
SRR6714169	4146522
SRR6714096	8919023
SRR6714126	6826989
SRR6714199	24478847
SRR6714076	7737587
SRR6714140	10414668
SRR6714190	3808710
SRR6714215	7917259
SRR6714161	7689253
SRR6714192	11393709
SRR6714153	6810483
SRR6714183	6923054
SRR6714174	9854356
SRR6714079	17927890
SRR6714146	11587089
SRR6714213	11782637
SRR6714175	14636830
SRR6714089	9534536
ERR479569	6904025
ERR479568	6777308
ERR479567	6859811
ERR479566	6704653
SRR1819114	21680168
SRR1819119	18008427
SRR1819111	25468491
SRR1819113	18615132
SRR1819116	25178275
SRR1819115	21970002
SRR1819117	21598212
SRR1819118	30636437
SRR1819112	21850530
SRR1287551	22172495
SRR1287550	21460371
ERR2607371	9468774
ERR2607372	14308029
ERR2607373	26776945
ERR2607374	2917481
ERR2607375	2128094
ERR2607376	11391179
ERR2607377	12383786
ERR2607378	2527316
ERR2607379	23697089
ERR2607380	983668
ERR2607381	9140727
ERR2607382	3869765
ERR2607383	11436893
ERR2607384	9055981
ERR2607385	3526545
ERR2607386	11732777
ERR2607387	13749304
ERR2607388	11283579
ERR2607389	4388776
ERR2607390	13753899
ERR2607391	16641885
ERR2607392	1501916
ERR2607393	11982866
ERR2607394	7431363
ERR2607395	2879190
ERR2607396	9084148
ERR2607397	16095178
ERR2607398	635696
ERR2607399	1770952
ERR2607400	6502558
ERR2607401	7328551
ERR2607402	472315
ERR2607403	28202535
ERR2607404	1086624
ERR2607405	5510006
ERR2607406	425749
ERR2607407	2117358
ERR2607408	908265
ERR2607409	7059749
ERR2607410	2684358
ERR2607411	15619436
ERR2607412	31945755
ERR2607413	11210326
ERR2607414	22895809
ERR2607415	1609570
ERR2607416	5393696
ERR2607417	3685997
ERR2607418	2050722
ERR2607419	1388450
ERR2607420	4433501
ERR2607421	5266780
ERR2607422	5454122
ERR2607423	14069283
ERR2607424	2145317
ERR2607425	12253037
ERR2607426	14986043
ERR2607427	6729385
ERR2607428	4535082
ERR2607429	10292556
ERR2607430	17780818
ERR2607431	3826928
ERR2607432	2104075
ERR2607433	12927414
ERR2607434	3914085
ERR2607435	5749851
ERR2607436	26766405
ERR2607437	36715666
ERR2607438	16448359
ERR2607439	3594048
ERR2607440	5968705
ERR2607441	40497562
ERR2607442	12496410
ERR2607443	11503568
ERR2607444	4796499
ERR2607445	4441819
ERR2607446	12364622
ERR2607447	10436239
ERR2607448	32303654
ERR2607449	1964045
ERR2607450	11198306
ERR2607451	12752708
ERR2607452	13221344
ERR2607453	4941213
ERR2607454	14225535
ERR2607455	18490024
ERR2607456	9134679
ERR2607457	38205635
ERR2607458	4496191
ERR2607459	1692251
ERR2607460	4047862
ERR2607461	4180391
ERR2607462	9235948
ERR2607463	1592531
ERR2607464	3707160
ERR2607465	9091692
ERR2607466	16254753
ERR2607467	12250925
ERR2607468	4752025
ERR2607469	23864657
ERR2607470	6897212
ERR2607471	14391754
ERR2607472	15864912
ERR2607473	3979031
ERR2607474	14446694
ERR2607475	15863175
ERR2607476	3166737
ERR2607477	4322529
ERR2607478	1943276
ERR2607479	31115671
ERR2607480	30770201
ERR2607481	10199308
ERR2607482	3925084
ERR2607483	544882
ERR2607484	22926941
ERR2607485	9050437
ERR2607486	51565693
ERR2607487	27680218
ERR2607488	538056
ERR2607489	6703695
ERR2607490	2602282
ERR2607491	6213115
ERR2607492	20710714
ERR2607493	7982287
ERR2607494	20940585
ERR2607495	9652711
ERR2607496	3756572
ERR2607497	13037210
ERR2607498	12988773
ERR2607499	17927128
ERR2607500	6919195
ERR2607501	17134151
ERR2607502	4644744
ERR2607503	1757088
ERR2607504	10030710
ERR2607505	5334514
ERR2607506	7698968
ERR2607507	2670837
ERR2607508	5935699
ERR2607509	9684952
ERR2607510	3419433
ERR2607511	3570833
ERR2607512	7903367
ERR2607513	4605140
ERR2607514	1581975
ERR2607515	5114895
ERR2607516	11301258
ERR2607517	16213260
ERR2607518	22628136
ERR2607519	47842413
ERR2607520	19248681
ERR2607521	17240776
ERR2607522	1004153
ERR2607523	6607938
ERR2607524	9558018
ERR2607525	54840233
ERR2607526	1411357
ERR2607527	6797333
ERR2607528	9358635
ERR2607529	3236132
ERR2607530	7173313
ERR2607531	17757388
ERR2607532	5597836
ERR2607533	13099665
ERR2607534	2401394
ERR2607535	7396206
ERR2607536	22461533
ERR2607537	13369169
ERR2607538	5258836
ERR2607539	20990367
ERR2607540	27417624
ERR2607541	2368631
ERR2607542	1731419
ERR2607543	4288736
ERR2607544	19278
ERR2607545	3942768
ERR2607546	24347487
ERR2607547	8163954
ERR2607548	10841457
ERR2607549	27669710
ERR2607550	36940936
ERR2607551	4155104
ERR2607552	1575812
ERR2607553	9786355
ERR2607554	12166210
ERR2607555	4149554
ERR2607556	10256705
ERR2607557	1576919
ERR2607558	3904231
ERR2607559	14353905
ERR2607560	3480814
ERR2607561	5482013
ERR2607562	7931885
ERR2607563	15994166
ERR2607564	11336428
ERR2607565	4299828
ERR2607566	11734377
ERR2607567	16322623
ERR2607568	9771924
ERR2607569	3716459
ERR2607570	13464907
ERR2607571	13957204
ERR2607572	2741994
ERR2607573	1544251
ERR2607574	1007436
ERR2607575	596332
ERR2607576	5710302
ERR2607577	8428235
ERR2607578	3849397
ERR2607579	1230749
ERR2607580	1808204
ERR2607581	926223
ERR2607582	473492
ERR2607583	680097
ERR2607584	351917
ERR2607585	14075473
ERR2607586	14536369
ERR2607587	3834455
ERR2607588	37254458
ERR2607589	16986935
ERR2607590	16632311
ERR2607591	53267915
ERR2607592	30334381
ERR2607593	1011406
ERR2607594	1335692
ERR2607595	11436690
ERR2607596	2013332
ERR2607597	9840362
ERR2607598	8234127
ERR2607599	19829685
ERR2607600	3163981
ERR2607601	7350608
ERR2607602	19958485
ERR2607603	29217614
ERR2607604	10078308
ERR2607605	14607802
ERR2683114	31026730
ERR2683115	6436398
ERR2683116	16922509
ERR2683117	16610382
ERR2683118	22216957
ERR2683119	20159949
ERR2683120	19021094
ERR2683121	2783538
ERR2683122	8723123
ERR2683123	18638256
ERR2683124	3880403
ERR2683125	42753465
ERR2683126	28127171
ERR2683127	36163024
ERR2683128	16915242
ERR2683129	17998413
ERR2683130	14517810
ERR2683131	19927726
ERR2683132	6128836
ERR2683133	17523537
ERR2683134	32742724
ERR2683135	23883242
ERR2683136	9035871
ERR2683137	19436395
ERR2683138	26107136
ERR2683139	24877810
ERR2683140	10296637
ERR2683141	41336403
ERR2683142	26986986
ERR2683143	39940069
ERR2683144	27009085
ERR2683145	26283060
ERR2683146	23798829
ERR2683147	17885559
ERR2683148	13013629
ERR2683149	26641417
ERR2683150	21755771
ERR2683151	28264625
ERR2683152	20053080
ERR2683153	27511255
ERR2683154	26173834
ERR2683155	22222051
ERR2683156	22305993
ERR2683157	32658171
ERR2683158	26678448
ERR2683159	38745248
ERR2683160	20762286
ERR2683161	23033619
ERR2683162	19875618
ERR2683163	13044548
ERR2683164	15903718
ERR2683165	20785060
ERR2683166	25541222
ERR2683167	28722531
ERR2683168	22625769
ERR2683169	24057256
ERR2683170	42601875
ERR2683171	8375558
ERR2683172	23498221
ERR2683173	26233598
ERR2683174	14724508
ERR2683175	19583562
ERR2683176	24276492
ERR2683177	17075077
ERR2683178	37665550
ERR2683179	47224708
ERR2683180	7381533
ERR2683181	15949321
ERR2683182	14873143
ERR2683183	8715813
ERR2683184	21545765
ERR2683185	10500853
ERR2683186	15575081
ERR2683187	21525400
ERR2683188	24623040
ERR2683189	22325648
ERR2683190	28993621
ERR2683191	25165386
ERR2683192	17278858
ERR2683193	31600697
ERR2683194	30439908
ERR2683195	26667914
ERR2683196	34287664
ERR2683197	18105591
ERR2683198	26321391
ERR2683199	12241046
ERR2683200	33759014
ERR2683201	42900169
ERR2683202	41603848
ERR2683203	28386887
ERR2683204	53401717
ERR2683205	47777544
ERR2683206	30815415
ERR2683207	31132116
ERR2683208	35426991
ERR2683209	22285179
ERR2683210	24458185
ERR2683211	4737032
ERR2683212	11390468
ERR2683213	18886983
ERR2683214	24181844
ERR2683215	47721239
ERR2683216	25909659
ERR2683217	17112736
ERR2683218	22297131
ERR2683219	22280331
ERR2683220	28019460
ERR2683221	21981841
ERR2683222	23371758
ERR2683223	23552623
ERR2683224	29094434
ERR2683225	21203305
ERR2683226	17884451
ERR2683227	18041660
ERR2683228	21054821
ERR2683229	18218410
ERR2683230	24077777
ERR2683231	16938530
ERR2683232	17130877
ERR2683233	24335139
ERR2683234	25099725
ERR2683235	30750289
ERR2683236	25981538
ERR2683237	27214864
ERR2683238	27583625
ERR2683239	31215876
ERR2683240	12031865
ERR2683241	49971089
ERR2683242	52640908
ERR2683243	22190788
ERR2683244	26214040
ERR2683245	18875391
ERR2683246	10813464
ERR2683247	25777672
ERR2683248	13832262
ERR2683249	26211424
ERR2683250	18346520
ERR2683251	25865348
ERR2683252	16387928
ERR2683253	22977377
ERR2683254	30032388
ERR2683255	33658480
ERR2683256	32112553
ERR2683257	14503699
ERR2683258	43244615
ERR2683259	26915333
ERR2683260	21434075
ERR2683261	24348144
ERR2683262	12563422
ERR2683263	19996727
ERR2683264	19446173
ERR2683265	24181252
ERR2683266	21379658
ERR2683267	34421606
ERR2683268	17284325
ERR2683269	32474243
ERR2683270	5489035
ERR2683271	12081968
ERR2683272	34467111
ERR2683273	33250183
ERR2683274	31741554
ERR2683275	29401274
ERR2683276	22708669
ERR2683277	17052994
ERR2683278	75400316
ERR2683279	38557949
ERR2683280	15256456
ERR2683525	183679
ERR2683526	176687
ERR2683527	218619
ERR2683528	260750
ERR2683529	128945
ERR2683530	98093
ERR2683531	104477
ERR2683532	193437
ERR2683533	657573
ERR2683534	509245
ERR2683535	596103
ERR2683536	778056
ERR2683537	15784
ERR2683538	13564
ERR4678558	23196491
ERR4678559	25693909
ERR4678560	38784141
ERR4678561	30247878
ERR4678562	23926889
ERR4678563	28420071
ERR4678564	21437725
ERR4678565	24728824
ERR4678566	31730281
ERR4678567	29680601
ERR4678568	26846191
ERR4678569	36622054
ERR4678570	20681293
ERR4678571	31739595
ERR4678572	32969637
ERR4678573	9572838
ERR4678574	4965726
ERR4678575	13160737
ERR4678576	45603121
ERR4678577	35266142
ERR4678578	36924173
ERR4678579	37995139
ERR4678580	38603980
ERR4678581	22896815
ERR4678582	22780271
ERR4678583	31185758
ERR4678584	18442490
ERR4678585	28727255
ERR4678586	28171407
ERR4678587	5031588
ERR4678588	22035955
ERR4678589	20726395
ERR4678590	30472640
ERR4678591	37341376
ERR4678592	37123020
ERR4678593	25097094
ERR4678594	28615152
ERR4678595	6399675
ERR4678596	28785957
ERR4678597	41215324
ERR4678598	30982042
ERR4678599	20841645
ERR4678600	36482177
ERR4678601	21594612
ERR4678602	19868341
ERR4678603	22525152
ERR4678604	18903327
ERR4678605	24378313
ERR4678606	22160827
ERR4678607	14402290
ERR4678608	31917437
ERR4678609	10682383
ERR4678610	6597272
ERR4678611	12985761
ERR4678612	15085787
ERR4678613	39353781
ERR4678614	33905468
ERR4678615	38552809
ERR4678616	22819207
ERR4678617	25284240
ERR4678618	24242408
ERR4678619	22937843
ERR4678620	46093696
ERR4678621	27650510
ERR4678622	17622009
ERR4678623	40380035
ERR4678624	49329593
ERR4678625	26472459
ERR4678626	38892961
ERR4678627	74477215
ERR4678628	71945773
ERR4678629	13381186
ERR4678630	24861357
ERR4678631	63870304
ERR4678632	27895082
ERR4678633	10502613
ERR4678634	36421110
ERR4678635	25292115
ERR4678636	4473479
ERR4678637	45224436
ERR4678638	32355722
ERR4678639	29294162
ERR4678640	21214705
ERR4678641	10108693
ERR4678642	18216246
ERR4678643	17996754
ERR4678644	16543350
ERR4678645	6853693
ERR4678646	16814000
ERR4678647	17209698
ERR4678648	40632165
ERR4678649	41246329
ERR4678650	24693733
ERR4678651	24573231
ERR4678652	8837636
ERR4678653	13322792
ERR4678654	13078013
ERR4678655	16209985
ERR4678656	18070462
ERR4678657	18891989
ERR4678658	23115616
ERR4678659	31526553
ERR4678660	49421344
ERR4678661	37911854
ERR4678662	50216048
ERR4678663	14323014
ERR4678664	24359205
ERR4678665	19694619
ERR4678666	39781952
ERR4678667	23357772
ERR4678668	79127631
ERR4678669	20752235
ERR4678670	63355220
ERR4678671	34817253
ERR4678672	15751451
ERR4678673	16033123
ERR4678674	22780261
ERR4678675	19384597
ERR4678676	11386500
ERR4678677	30776827
ERR4678678	18390819
ERR4678679	25616682
ERR4678680	13095270
ERR4678681	13310274
ERR4678682	11319846
ERR4678683	12147181
ERR4678684	7843888
ERR4678685	23843362
ERR4678686	50205612
ERR4678687	53276261
ERR4678688	15473370
ERR4678689	14643161
ERR4678690	17783776
ERR4678691	26466628
ERR4678692	17528978
ERR4678693	10927771
ERR4678694	24982788
ERR4678695	10482921
ERR4678696	10451175
ERR4678697	13147042
ERR4678698	8051225
ERR4678699	100969
ERR4678700	229681
ERR4678701	302115
ERR4678702	272561
ERR4678703	61746
ERR4678704	202389
ERR4678705	150227
ERR4678706	206624
ERR4678707	59737
ERR4682329	3650360
ERR4682330	28700896
ERR4682331	24663991
ERR4682332	14468452
ERR4682333	31983210
ERR4682334	33302400
ERR4682335	36292711
ERR4682336	8150502
ERR4682337	22621533
ERR4682338	36307705
ERR4682339	35243701
ERR4682340	43665322
ERR4682341	24514075
ERR4682342	35537156
ERR4682343	19708022
ERR4682344	14901965
ERR4682345	21439995
ERR4682346	17599183
ERR4682347	38942042
ERR4682348	9683538
ERR4682349	38598884
ERR4682350	30808333
ERR4682351	42846303
ERR4682352	21314160
ERR4682353	32255379
ERR4682354	30241003
ERR4682355	24283828
ERR4682356	13341830
ERR4682357	5716157
ERR4682358	29417458
ERR4682359	23876422
ERR4682360	11385226
ERR4682361	14296522
ERR4682362	23657669
ERR4682363	22028983
ERR4682364	15417856
ERR4682365	30998761
ERR4682366	21972075
ERR4682367	27701198
ERR4682368	24859605
ERR4682369	29980188
ERR4682370	20499166
ERR4682371	27361344
ERR4682372	23495321
ERR4682373	20236323
ERR4682374	16640254
ERR4682375	14316619
ERR4682376	20059464
ERR4682377	25328263
ERR4682378	18847265
ERR4682379	25379170
ERR4682380	20161762
ERR4682381	22038527
ERR4682382	25768073
ERR4682383	28490821
ERR4682384	32854846
ERR4682385	30157539
ERR4682386	10401957
ERR4682387	31737446
ERR4682388	15620281
ERR4682389	15965971
ERR4682390	11027060
ERR4682391	18478294
ERR4682392	13954030
ERR4682393	7253321
ERR4682394	23456177
ERR4682395	13357667
ERR4682396	23365828
ERR4682397	39074794
ERR4682398	16132253
ERR4682399	26006818
ERR4682400	9580047
ERR4682401	30067929
ERR4682402	31813008
ERR4682403	30357326
ERR4682404	20170211
ERR4682405	33394074
ERR4682406	17996596
ERR4682407	27970669
ERR4682408	13728051
ERR4682409	9052162
ERR4682410	19260714
ERR4682411	30208323
ERR4682412	15306214
ERR4682413	4457494
ERR4682414	10690568
ERR4682415	9091037
ERR4682416	6657955
ERR4682417	6693478
ERR4682418	5780174
ERR4682419	3381857
ERR4682420	10060520
ERR4682421	28150463
ERR4682422	15822527
ERR4682423	20440019
ERR4682424	19409102
ERR4682425	7061102
ERR4682426	21217561
ERR4682427	30311547
ERR4682428	19526879
ERR4682429	22190761
ERR4682430	25349990
ERR4682431	18485562
ERR4682432	27767903
ERR4682433	16781892
ERR4682434	21338499
ERR4682435	20361352
ERR4682436	24031806
ERR4682437	29525872
ERR4682438	11783785
ERR4682439	16430561
ERR4682440	18719693
ERR4682441	24463004
ERR4682442	24869388
ERR4682443	14029029
ERR4682444	17589628
ERR4682445	16466076
ERR4682446	14144841
ERR4682447	18764403
ERR4682448	17696572
ERR4682449	23395886
ERR4682450	21891813
ERR4682451	26244190
ERR4682452	18449152
ERR4682453	31391635
ERR4682454	19943411
ERR4682455	18870052
ERR4682456	20728239
ERR4682457	3868780
ERR4682458	32853510
ERR4682459	29314975
ERR4682460	2549838
ERR4682461	6477132
ERR4682462	17723011
ERR4682463	24369403
ERR4682464	17937387
ERR4682465	13927947
ERR4682466	8210555
ERR4682467	25579506
ERR4682468	18359517
ERR4682469	16364
ERR4682470	16087
ERR4682471	13390
ERR4682472	17351
ERR4682473	21718
ERR4682474	23926
ERR4682475	69124
ERR4682476	16762
ERR4682772	45281058
ERR4682773	31069142
ERR4682774	30455103
ERR4682775	35307656
ERR4682776	30205739
ERR4682777	28691162
ERR4682778	21607058
ERR4682779	4987139
ERR4682780	15940617
ERR4682781	17689831
ERR4682782	8582678
ERR4682783	19947775
ERR4682784	22236306
ERR4682785	20838678
ERR4682786	24296978
ERR4682787	30519157
ERR4682788	31965853
ERR4682789	17836373
ERR4682790	17213525
ERR4682791	36429976
ERR4682792	31232652
ERR4682793	10575788
ERR4682794	67771809
ERR4682795	20625242
ERR4682796	17942569
ERR4682797	22924394
ERR4682798	22026064
ERR4682799	32445883
ERR4682800	30300761
ERR4682801	20520598
ERR4682802	22347507
ERR4682803	25345687
ERR4682804	25173210
ERR4682805	31526457
ERR4682806	30591656
ERR4682807	23885032
ERR4682808	39912373
ERR4682809	22936135
ERR4682810	28911500
ERR4682811	30925164
ERR4682812	29270597
ERR4682813	31912783
ERR4682814	16667826
ERR4682815	48906106
ERR4682816	34210829
ERR4682817	34988063
ERR4682818	31082760
ERR4682819	23914570
ERR4682820	29845172
ERR4682821	41911664
ERR4682822	22340860
ERR4682823	15960545
ERR4682824	13306310
ERR4682825	10457080
ERR4682826	19587557
ERR4682827	20139601
ERR4682828	11081327
ERR4682829	28714172
ERR4682830	19669983
ERR4682831	21554565
ERR4682832	30387043
ERR4682833	25552359
ERR4682834	29290642
ERR4682835	29357164
ERR4682836	35251629
ERR4682837	34814071
ERR4682838	33062992
ERR4682839	18779658
ERR4682840	15932251
ERR4682841	26855643
ERR4682842	25020369
ERR4682843	32164587
ERR4682844	26100382
ERR4682845	20787043
ERR4682846	23989715
ERR4682847	24873942
ERR4682848	22025280
ERR4682849	17856193
ERR4682850	13206182
ERR4682851	26754359
ERR4682852	19087620
ERR4682853	29239024
ERR4682854	26083791
ERR4682855	36566191
ERR4682856	43687514
ERR4682857	54680561
ERR4682858	17328830
ERR4682859	40564521
ERR4682860	61038544
ERR4682861	22614360
ERR4682862	24950734
ERR4682863	34845787
ERR4682864	23760307
ERR4682865	40730711
ERR4682866	30975862
ERR4682867	7221656
ERR4682868	17023004
ERR4682869	41185290
ERR4682870	27529456
ERR4682871	31649694
ERR4682872	39667845
ERR4682873	31846617
ERR4682874	21686256
ERR4682875	25778313
ERR4682876	35823223
ERR4682877	30569910
ERR4682878	20844917
ERR4682879	45656020
ERR4682880	33166957
ERR4682881	51360360
ERR4682882	16344131
ERR4682883	30964228
ERR4682884	8402998
ERR4682885	7155997
ERR4682886	31016994
ERR4682887	57422321
ERR4682888	14494612
ERR4682889	5296756
ERR4682890	37000517
ERR4682891	7841440
ERR4682892	14702487
ERR4682893	19900936
ERR4682894	25827656
ERR4682895	20966777
ERR4682896	6816971
ERR4682897	11159814
ERR4682898	13635421
ERR4682899	36617535
ERR4682900	33152449
ERR4682901	367289
ERR4682902	459502
ERR4682903	609536
ERR4682904	316681
ERR4682905	424179
ERR4682906	558781
ERR4682907	497558
ERR4682908	1339895
ERR4682909	1168987
ERR4682910	5227934
ERR4682911	27514935
ERR4682912	23981941
ERR4682913	118736
ERR9833719	29099596
ERR9834200	13875945
ERR1713331	26832864
ERR1713332	11442808
ERR1713333	3871279
ERR1713334	13774804
ERR1713335	16643350
ERR1713336	16109150
ERR1713337	9085886
ERR1713338	7329793
ERR1713339	1610337
ERR1713340	910527
ERR1713341	11223150
ERR1713342	22937277
ERR1713343	5457170
ERR1713344	14073017
ERR1713345	14992693
ERR1713346	6730321
ERR1713347	17787209
ERR1713348	5750972
ERR1713349	26777815
ERR1713350	36737465
ERR1713351	16463070
ERR1713352	40502195
ERR1713353	5979135
ERR1713354	10446658
ERR1713355	32323195
ERR1713356	12754865
ERR1713357	18543225
ERR1713358	9134861
ERR1713359	38208056
ERR1713360	9240801
ERR1713361	1593984
ERR1713362	16259705
ERR1713363	23886554
ERR1713364	15884288
ERR1713365	15864136
ERR1713366	1954275
ERR1713367	31119875
ERR1713368	30771900
ERR1713369	22961298
ERR1713370	9051269
ERR1713371	51564676
ERR1713372	27760930
ERR1713373	6214894
ERR1713374	20954045
ERR1713375	13002373
ERR1713376	17199877
ERR1713377	7704813
ERR1713378	9714332
ERR1713379	1580841
ERR1713380	16250937
ERR1713381	22785088
ERR1713382	47842063
ERR1713383	9559391
ERR1713384	19292759
ERR1713385	17508602
ERR1713386	54865260
ERR1713387	9360159
ERR1713388	17805398
ERR1713389	13107557
ERR1713390	22527706
ERR1713391	27440240
ERR1713392	21000821
ERR1713393	3943418
ERR1713394	24345895
ERR1713395	27672146
ERR1713396	36950721
ERR1713397	16659594
ERR1713398	12172657
ERR1713399	5481295
ERR1713400	16001504
ERR1713401	16363039
ERR1713402	13962415
ERR1713403	3849900
ERR1713404	3842046
ERR1713405	37304052
ERR1713406	16993704
ERR1713407	53267340
ERR1713408	30586855
ERR1713409	11456735
ERR1713410	14637386
ERR1713411	10082966
ERR1725938	9484194
ERR1725939	2917710
ERR1725940	2129325
ERR1725941	2528462
ERR1725942	23700168
ERR1725943	983365
ERR1725944	9141061
ERR1725945	9072262
ERR1725946	3532248
ERR1725947	11284396
ERR1725948	4389999
ERR1725949	1502600
ERR1725950	7433235
ERR1725951	2879706
ERR1725952	639348
ERR1725953	1771267
ERR1725954	472272
ERR1725955	1088433
ERR1725956	5517370
ERR1725957	426817
ERR1725958	2118755
ERR1725959	7067095
ERR1725960	2686752
ERR1725961	5395121
ERR1725962	3688123
ERR1725963	2052356
ERR1725964	1389533
ERR1725965	2146420
ERR1725966	4537854
